,name,company,year,Price,kms_driven,fuel_type
798,Mahindra Logan,Mahindra,2009,130000.0,65000,Diesel
799,Maruti Suzuki 800,Maruti,2000,30000.0,33400,Petrol
800,Mahindra Scorpio,Mahindra,2011,475000.0,60123,Diesel
801,Chevrolet Sail 1.2,Chevrolet,2013,300000.0,28000,Petrol
802,Volkswagen Vento Highline,Volkswagen,2015,404688.53,38900,Diesel
803,Hyundai Santro AE,Hyundai,2003,60000.0,70000,Petrol
804,Maruti Suzuki Wagon,Maruti,2006,100000.0,7000,Petrol
805,Hyundai Eon,Hyundai,2018,260000.0,25000,Petrol
806,Tata Manza,Tata,2015,100000.0,100000,Diesel
807,Toyota Innova 2.0,Toyota,2019,404688.53,4000,Petrol
808,Toyota Etios G,Toyota,2013,265000.0,42000,Petrol
809,Hyundai Getz Prime,Hyundai,2009,115000.0,20000,Petrol
810,Toyota Qualis,Toyota,2003,180000.0,100000,Diesel
811,Hyundai Santro Xing,Hyundai,2004,45000.0,137495,Petrol
812,Tata Indica eV2,Tata,2016,50500.0,91200,Diesel
813,Honda City 1.5,Honda,2009,270000.0,55000,Petrol
814,Tata Zest XE,Tata,2017,290000.0,120000,Diesel
815,Mahindra Quanto C4,Mahindra,2013,325000.0,63000,Diesel
816,Tata Indigo eCS,Tata,2016,160000.0,104000,Diesel
817,Maruti Suzuki Swift,Maruti,2016,350000.0,146000,Diesel
818,Hyundai Elite i20,Hyundai,2011,290000.0,40000,Petrol
819,Hyundai i20 Select,Hyundai,2011,290000.0,40000,Petrol
820,Chevrolet Tavera Neo,Chevrolet,2007,465000.0,100800,Diesel
821,Maruti Suzuki Dzire,Maruti,2016,325000.0,150000,Diesel
822,Hyundai Elite i20,Hyundai,2018,510000.0,2100,Petrol
823,Honda City VX,Honda,2016,860000.0,95000,Petrol
824,Maruti Suzuki Dzire,Maruti,2016,450000.0,2500,Diesel
825,Hyundai Getz,Hyundai,2006,125000.0,80000,Petrol
826,Mercedes Benz C,Mercedes,2006,500001.0,15000,Petrol
827,Maruti Suzuki Alto,Maruti,2005,95000.0,65000,Petrol
828,Maruti Suzuki Swift,Maruti,2009,250000.0,51000,Diesel
829,Skoda Fabia,Skoda,2009,110000.0,45000,Petrol
830,Maruti Suzuki Alto,Maruti,2015,404688.53,70000,Petrol
831,Maruti Suzuki Ritz,Maruti,2011,270000.0,50000,Petrol
832,Tata Indica V2,Tata,2009,110000.0,30000,Diesel
833,Toyota Corolla Altis,Toyota,2009,300000.0,132000,Petrol
834,Tata Zest XM,Tata,2018,260000.0,27000,Diesel
835,Mahindra Quanto C8,Mahindra,2013,390000.0,40000,Diesel
